title,location,image,link,details,hosts,main_host,Perks,categories,start,end
Womens Club Lacrosse Practice,South P Field A (Lot 40),https://se-images.campuslabs.com/clink/images/5e74d445-3c10-4347-8d8e-5a3a8fbd87fbbafaa732-03ff-4027-be8b-9253c0eefb37.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971534,Join us for our weekly practices! All skill levels are welcome. Equipment is available to borrow.,Women's Club Lacrosse,Women's Club Lacrosse,Credit,,1745618400,1745625600
Fine Arts Organization Figure Drawing GBM,Staller 4218,,https://stonybrook.campuslabs.com/engage/event/11088819,Figure drawing GBM hosted by FAO!,Fine Arts Organization ,Fine Arts Organization ,Credit,,1745618400,1745627400
Friday Volleyball Club Practice,Campus Recreation Center Wood Courts 2/3,https://se-images.campuslabs.com/clink/images/620baf3f-3b36-46ce-b902-08f00274e63d53143e65-1d3f-4744-b647-e62cc7b1ccc2.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971376,"Come and play Volleyball with practices hosted by the Volleyball Club at the Campus Recreational Center! Every practice, we will be focusing on different aspects of the game, such as serve receive, attacking, setting, blocking, defense, game play, etc. Experienced players can come to refine their skills and beginner players can learn something new! For specific information such as what is being taught on a specific day, unexpected cancellations, changes in plans (such as tryouts, clinics, or tournaments happening instead), etc, please follow our instagram @sbuvballor join our groupme chat linked in our instagram’s linktree. Please show up in athletic attire!",Volleyball Club at SBU,Volleyball Club at SBU,Credit,,1745622000,1745627400
Friday Practice,REC 128,https://se-images.campuslabs.com/clink/images/74fd0372-958a-4f0e-b53c-71354a7dc114146913f9-5a74-4fb2-856b-74fcdaeb94d5.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11006365,Friday Practice,Wrestling Team,Wrestling Team,Credit,,1745623800,1745627400
Tabletop Weekly GBM,N101 Ward Melville Social and Behavioral Sciences Building (SBS),https://se-images.campuslabs.com/clink/images/79b9b603-ebd6-4c6d-8db0-4e0115e6e6c209d62025-de4f-4dd6-a73b-a41b89e9dfeb.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11094298,Come play board games in Tabletop.,Tabletop Club,Tabletop Club,Credit,Movies & Games,1745614800,1745629200
Weekly SBU Kendo Practice,MAC Court in Recreation Center,https://se-images.campuslabs.com/clink/images/da8bfde6-e62e-4a7b-b577-b7739ae6f91cbb2ebd40-46a4-4322-94bc-547920383419.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11035467,"Weekly SBU kendo practice at the MAC court. *The MAC court is located in the basement of the Recreation Center. No experience is needed, everyone is welcome. All equipment will be provided.",Kendo Club at SBU,Kendo Club at SBU,Credit,Sporting/Athletic Program,1745623800,1745629200
ASBanquet,SAC 169,https://se-images.campuslabs.com/clink/images/fb4f6962-0404-478f-b760-817ccb0be306704f649a-e18c-425f-a69c-2242f0029aa1.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10487836,"For those of you who went on our spring break trip, we are inviting you to celebrate the introduction of our new E - Board with us! We will have food and dessert, as well as a photo booth with music. And who could forget a night of reminiscing on the fun we had over spring break!",Alternative Spring Break Outreach,Alternative Spring Break Outreach,Credit,,1745625600,1745632800
BWA BANQUET : GENERATIONAL VOICES,BAUMAN,https://se-images.campuslabs.com/clink/images/87479e19-93a5-4436-ae7b-6ff7207e14ab255b2646-f0e5-4a09-85ef-b6f060d407db.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11040220,"Join us for an evening of reflection, celebration, and connection as we honor the stories, struggles, and triumphs of Black womyn across generations. This year’s theme, ""Generational Voices, ""highlights the power of storytelling and the importance of bridging the past, present, and future. Enjoy a night filled with inspiring speeches, captivating performances, and an atmosphere of unity and empowerment. Together, we will celebrate the resilience, wisdom, and strength that each generation carries forward.",Black Womyn's Association,Black Womyn's Association,Credit,,1745625600,1745636400
Movie Night,Wagner Lounge,https://se-images.campuslabs.com/clink/images/69dc5b57-2767-4cee-b33f-3755243e42430e0ce6af-f86c-4a7b-b57b-577ce2d46526.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10994913,Come join Wagner Hall Council in movie night! Update on the movie shown this week will be posted in the group me. Free popcorn provided.,Roosevelt Community,Roosevelt Community,"Free Food, Credit",,1745629200,1745636400
Spring '25 Open Practice,Walter J. Hawrys Campus Recreation Center,https://se-images.campuslabs.com/clink/images/651cde31-d7db-4a14-865f-a74f4164663c57942863-cb3b-46d2-aeff-6b4121aec711.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971585,"Our weekly practices focus on developing skills that can translate to both athletic ability and personal life skills. This time allows for the engagement with a community of girls who enjoy playing the game of basketball together. We are also using this time to prepare for club events, games, tournaments, etc.",Women's Club Basketball,Women's Club Basketball,Credit,,1745683200,1745686800
Paintball Trip,Cousins Paintball,https://se-images.campuslabs.com/clink/images/0a65e4a5-1c0d-49d0-aff4-960bf18c4923b8bdc499-793b-47ca-8d40-2000c1cadd02.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10966799,"Hosted by Recreation and Wellness. Looking to get off campus? Join us for a Paintball trip on April 19th at 2: 00pm. A ticket to this trip will include a round trip to the location, 500 paintballs, paintball gun rental, two hours of paintball, and mask rental. Paint washes out of clothes if washed same day. The bus will pick up students from Stony Brook at 1: 00pm and return back to campus around 6: 45pm. All students must travel to the event on the bus. Tickets for undergraduate students are $35 and tickets for graduate students for $45. Sign up on the Rec on the Go app. If you have any questions, please email beyondthebrook@stonybrook. edu. This ticket is non - transferable and non - refundable. Failure to attend the event after registration may result in suspension from future off campus trips.",Recreation and  Wellness,Recreation and  Wellness,Credit,Beyond the Brook- Off Campus Trips,1745089200,1745690400
Stony Brook Men's Lacrosse vs. Hampton,Kenneth P. LaValle Athletic Stadium,https://se-images.campuslabs.com/clink/images/b1b96680-4fb1-4734-81cb-b88f7adfa968a4cd9801-612f-4410-96be-6fc6e044f096.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10979974,Come check out your Stony Brook Seawolves Men's Lacrosse team take on the Hampton Pirates! Free admission for all undergraduate students!,Stony Brook Athletics,Stony Brook Athletics,Credit,,1745686800,1745694900
Wolfie's Big Band Rehearsal,Union L03 (Basement Rehearsal Room),https://se-images.campuslabs.com/clink/images/3ea810b4-f842-4177-acc4-1fc01b6c94b5887b880a-ca72-49fb-9d06-bc24c914634f.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10452169,"Wolfie's Big Band weekly Saturday rehearsal, practicing and working through music for upcoming performances throughout the semester. Anyone is welcome to attend and participate, new members are always welcome! (We recommend members have a basic ability to read music and play an instrument. )General Rehearsal Schedule: 1: 00 - 1: 10 General Announcements and Welcome1: 10 - 2: 00 Rehearsing Music2: 00 - 2: 10 Break2: 10 - 3: 00 Rehearsing Music",Wolfie’s Big Band,Wolfie’s Big Band,Credit,Performance,1745690400,1745697600
Saturday Volleyball Club Practice,Campus Recreation Center Wood Courts 2/3,https://se-images.campuslabs.com/clink/images/37a09022-43a9-4581-bf5d-1751b8d89a87b03f2af8-0674-491a-8b0a-af429a8788a4.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971389,"Come and play Volleyball with practices hosted by the Volleyball Club at the Campus Recreational Center! Every practice, we will be focusing on different aspects of the game, such as serve receive, attacking, setting, blocking, defense, game play, etc. Experienced players can come to refine their skills and beginner players can learn something new! For specific information such as what is being taught on a specific day, unexpected cancellations, changes in plans (such as tryouts, clinics, or tournaments happening instead), etc, please follow our instagram @sbuvballor join our groupme chat linked in our instagram’s linktree. Please show up in athletic attire!",Volleyball Club at SBU,Volleyball Club at SBU,Credit,,1745697600,1745703000
Fencing Practice,CRC - MAC Courts,https://se-images.campuslabs.com/clink/images/18f26112-6ca0-455b-bd58-286b64e462150a42aa9e-4650-4545-878b-0695811aa984.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10926787,"Join the Fencing Club in practicing footwork, blade work, and even training for tournaments. We welcome anyone of any skill level to come to practices, all you need to bring is yourself!",Fencing Club,Fencing Club,Credit,,1745697600,1745703000
METS Regatta,Glen Island Park,https://se-images.campuslabs.com/clink/images/d3a47669-87a4-45f0-9006-e54516a4b5a40f9ff4a8-dd34-4ccb-bd98-926b689ecb1f.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11065480,"The crew team will be travelling to New Rochelle, NY for our final regatta of the spring 2025 season! We'll be competing at the Novak Memorial Metropolitan Championship regatta. Funded by the USG student activity fee.",Crew at Stony Brook University,Crew at Stony Brook University,Credit,,1745672400,1745704800
Table Tennis Ping Pong Practice Meeting,MAC Courts in Campus Rec,https://se-images.campuslabs.com/clink/images/f2a4f665-e7fb-4d84-a822-76d6e8d979c1174beeda-a332-482c-9ca2-e64e1df6387d.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971453,"4 meetings per week of general ping pong practices. All skill levels welcome. The tables will be set up for free play but if there are too many people, a couple of tables will be set as King of the Court or Around the World. Timers would also be set to rotate people in and out so that everyone can play. Paddles/Balls are supplied by the club, but feel free to bring your own equipment! Sometimes, practices will be more competitive and focused on higher levels of play if the level of interest is there. If you have any questions, go on the discord and ask: https: //discord. gg/adEQyyaudE",Table Tennis Club,Table Tennis Club,Credit,,1745703000,1745708400
AIChE Mid-Atlantic Regional Conference 2025,Lehigh University,https://se-images.campuslabs.com/clink/images/c6aa7fa1-312f-49b6-b6db-0a326db1c0eb5a1d6f72-8b4d-464b-bc0b-3c8ec748a89f.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10692643,"SBU's AIChE chapter will be attending the regional AIChE conference at Lehigh University. Attendees will participate in research competitions, ChemE car, ChemE sports, ChemE Jeopardy, professional workshops, networking events, career fairs and graduate school fairs!",American Institute of Chemical Engineers,American Institute of Chemical Engineers,Credit,,1745470800,1745729100
Grass Tournament: SBU Volleyball Club,Campus Recreation Outdoor South Field Complex - Field C (Grass),https://se-images.campuslabs.com/clink/images/b11db14b-53ef-4a60-abf7-391ea8b845c39c2b436c-eeec-4111-a8da-14bab83d1556.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971212,"The Volleyball Club at Stony Brook is hosting TWO GRASS TOURNAMENTS THIS SEMESTER! Come touch some grass and play volleyball with friends under the sun. Important Details: Tournament 1: Sunday, 4/20 9: 00AM - 5: 00PM (predicted) Tournament 2: Sunday, 4/27 9: 00AM - 5: 00PM (predicted) Check in time is at 9AM for both tournaments. Format: Quads (There MUST be at least one person of the opposite gender on your team) OR Doubles More information will be released as the time comes. - Pool Play - Top 2 - 3 teams make playoffs - Be sure to bring athletic attire and enough water for yourself If numbers allow, there will betwo different divisions: - Competitive: for members with competitive/playing experience - Recreational: for members who play casually or are just starting out! Please do your best to register your team in the appropriate division for fair play! Toregister, fill out the Google Forms linked on our Instagram @sbuvball. Only ONE REGISTRATION IS NEEDED PER TEAM. You MUST register on our google form to be eligible to play. Be Sure to Follow our Instagram at @sbuvballfor any information regarding prizes, rule changes, weather changes, etc",Volleyball Club at SBU,Volleyball Club at SBU,Credit,,1745758800,1745762400
Table Tennis Ping Pong Practice Meeting,MAC Courts in Campus Rec,https://se-images.campuslabs.com/clink/images/f2a4f665-e7fb-4d84-a822-76d6e8d979c1174beeda-a332-482c-9ca2-e64e1df6387d.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971454,"4 meetings per week of general ping pong practices. All skill levels welcome. The tables will be set up for free play but if there are too many people, a couple of tables will be set as King of the Court or Around the World. Timers would also be set to rotate people in and out so that everyone can play. Paddles/Balls are supplied by the club, but feel free to bring your own equipment! Sometimes, practices will be more competitive and focused on higher levels of play if the level of interest is there. If you have any questions, go on the discord and ask: https: //discord. gg/adEQyyaudE",Table Tennis Club,Table Tennis Club,Credit,,1745778600,1745784000
Fencing Practice,CRC - MAC Courts,https://se-images.campuslabs.com/clink/images/7a989998-65c0-463f-bc42-e36811ede136633e40fd-91b1-4e20-a5b0-fcf2b1598957.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10926800,"Join the Fencing Club in practicing footwork, blade work, and even training for tournaments. We welcome anyone of any skill level to come to practices, all you need to bring is yourself!",Fencing Club,Fencing Club,Credit,,1745784000,1745789400
Weekly SBU Kendo Practice,Wood Court #3 in Recreation Center,https://se-images.campuslabs.com/clink/images/658f9509-7802-447d-a1fe-518d7cd2e659ed42a23c-da0e-416f-b69f-d84844673f2b.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11007086,"Weekly SBU kendo practice on Wood Court #3. No experience is needed, everyone is welcome. All equipment will be provided.",Kendo Club at SBU,Kendo Club at SBU,Credit,Sporting/Athletic Program,1745784000,1745789400
Festival| Sakura Matsuri: Cherry Blossom Festival,Charles B. Wang Center,https://se-images.campuslabs.com/clink/images/6383d3a6-3acc-4441-b97c-ba6074997d104f35b378-7e37-49ae-857d-b90cbaed03cd.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10863637,"Sunday, April 27, 2025 at 12: 00 PM – 5: 00 PM (Rain or Shine)Charles B. Wang Center Admission: $30 (General)$20 (Students/Seniors)$10 (Children ages 6–12)Free for children aged 5 and under Buy tickets here Admission includes all film viewings, workshops, and theater presentations. Welcome spring to Long Island with the blooming ofsakura(cherry blossoms), the sounds oftaikodrums, and a wondrous array of Japanese cultural exhibits at the Wang Center! The Wang Center will provide many exciting activities, includingkotoplays, Japanese traditional dances, martial arts demonstrations, bonsai workshops, calligraphy workshops, ikebanaflower arrangement, tea workshops, manga drawing, origami paper folding, kimono dress - ups, and cosplay (costumed role - play of a Japanese manga character) for all ages. Please join us in your favorite manga character costume! This festival is co - produced by the Japan Center at Stony Brook University and the Ryu Shu Kan Japanese Arts Center and supported by AARP Long Island.",Charles B. Wang Center,Charles B. Wang Center,Credit,"Arts & Crafts, Performance, Asian, Pacific Islander, Desi American Heritage Month",1745773200,1745791200
New York International Auto Show Trip,"429 11th Ave, New York, NY 10001",https://se-images.campuslabs.com/clink/images/2b707b11-e1b9-4ce0-81d8-8da0526eaa2e8074e8f9-7217-42e4-9d82-b3bf7c1d4072.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10719777,"Join us for a trip to theNew York Auto Showon Sunday, April 27th, 2025. A ticket for this trip will include round - trip transportation to NYC and 1 ticket to the Auto Show. The bus will pick up students from Stony Brook Union at 10 am and depart the city around 4: 00 pm. There will be time to explore around the city before departure. All students must utilize the provided transportation to & from unless approved by the trip chaperone the day of. Failure to do so may result in suspension from future off - campus trips. Tickets for undergraduate students are $15 and $20 for graduate students. Tickets go on sale, on Monday, April 7th at 9 am. Click here to buy tickets! Tickets are non - transferable and non - refundable. Failure to attend the event after registration may result in suspension from future off - campus trips. If you have any questions, please emailbeyondthebrook@stonybrook. edu",Student Engagement & Activities,Student Engagement & Activities,Credit,Beyond the Brook- Off Campus Trips,1745764200,1745794800
Competitive Dodgeball Club Practice,Campus Recreation Center Wood Court #3,https://se-images.campuslabs.com/clink/images/63c7e11f-1220-48fa-894c-3e681c613d58500f2362-e6ae-45cf-8bde-31e9173e546d.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971359,Join us in the Rec Center Wood Courts for an open competitive practice to improve your skills and work towards traveling to compete in intercollegiate tournaments with official rules! *Competitive practices are open to all interested players of any gender or skill level but are more intense and focused. Find our regular practices for more casual and fun dodgeball!,Dodgeball Club,Dodgeball Club,Credit,Sporting/Athletic Program,1745789400,1745794800
Sunday Catholic Mass,Union Ballroom,https://se-images.campuslabs.com/clink/images/110a3480-5e68-4096-8e4a-d90bb5cd3e9f8b1ae471-0aa0-4e17-97cd-3ac4126b921c.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10185819,Join Catholic Campus Ministry for Sunday Mass at 5pm.,Catholic Campus Ministries,Catholic Campus Ministries,Credit,Religious Service / Celebration,1745791200,1745794800
High C's Sunday Rehearsals,SAC Rehearsal Space,https://se-images.campuslabs.com/clink/images/54aed101-98bc-4da5-9db9-d17a4f6debcccaece2c9-5417-49ad-bb39-9d2456271b3e.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10827838,Weekly rehearsal for the High C's TTBB a cappella group to practice their repertoire.,High Cs,High Cs,Credit,,1745787600,1745798400
Sunday Volleyball Club Practice,Campus Recreation Center Wood Courts 2/3,https://se-images.campuslabs.com/clink/images/3084dfd0-6f59-4384-8d3a-5c61366dee7095f6c114-7f50-41c0-bc9c-005f81d35fdb.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971415,"Come and play Volleyball with practices hosted by the Volleyball Club at the Campus Recreational Center! Every practice, we will be focusing on different aspects of the game, such as serve receive, attacking, setting, blocking, defense, game play, etc. Experienced players can come to refine their skills and beginner players can learn something new! For specific information such as what is being taught on a specific day, unexpected cancellations, changes in plans (such as tryouts, clinics, or tournaments happening instead), etc, please follow our instagram @sbuvballor join our groupme chat linked in our instagram’s linktree. Please show up in athletic attire!",Volleyball Club at SBU,Volleyball Club at SBU,Credit,,1745794800,1745800200
CASB: China Night,SAC Auditorium,https://se-images.campuslabs.com/clink/images/d129f8bc-e919-4c60-b92d-57f0df0864812c223869-7067-411f-a3a6-d30b38120a64.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11071167,‧˚₊꒷ଓ ʚ𖦹ɞ CHINA NIGHT 2024 ʚ𖦹ɞ ˚₊꒷︶ଓ⑅ April 27th⑅ 6: 00 - 10: 00 PM⑅ SAC Auditorium,Chinese Association at Stony Brook ,Chinese Association at Stony Brook ,"Free Stuff, Credit",,1745796600,1745811000
Tea and Talk,SAC 303,https://se-images.campuslabs.com/clink/images/c7fe70b6-afd3-40d0-950a-75a2d53057a0247243c2-3860-4af3-8042-afc475f77aea.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11077724,"Come by during campus lifetime hours to improve your Russian language skills with our e - board, or if you're interested in learning, we will hold casual Russian language learning lectures for all interested members. Enjoy a nice cup of chai (tea) while you chat and/or learn!",Russian Corner,Russian Corner,"Free Food, Credit",,1745861400,1745865000
Stud-Tea Sessions With Tau Beta Pi,LIBRRY W4540,https://se-images.campuslabs.com/clink/images/02f512cd-38d2-484a-a858-0459a7ef1c0f7aa22bbe-a3a1-4241-8a31-272048eb6c1b.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11099791,Come join Tau Beta Pi for a weekly study session at the Melville Library!,Tau Beta Pi The Engineering Honor Society,Tau Beta Pi The Engineering Honor Society,Credit,,1745861400,1745865000
Beta Alpha Psi Meditation Workshop,Harriman Hall 108,,https://stonybrook.campuslabs.com/engage/event/10992801,Students will be able to learn methods of meditation.,Beta Alpha Psi at Stony Brook University,Beta Alpha Psi at Stony Brook University,Credit,,1745861400,1745865000
Pani Puri Party,SAC LOBBY,https://se-images.campuslabs.com/clink/images/c060751c-0312-4200-bf85-36f1991f07d00e5eccbd-d79a-4a24-bdcf-b0ef68373faa.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10932493,We will selling a popular indian snack known as Pani Puri.,Taandava,Taandava,Credit,,1745861400,1745866800
SF4M GBM!,Student Union L06-08,https://se-images.campuslabs.com/clink/images/3efd913d-0359-4b1f-bece-d73992369d722d401bee-e2a5-4ed2-81c8-6c95b3b77938.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11007488,"The Science Fiction Forums weekly general body meeting! Come on down to see how we run, and stay after to hang out with all of our members!",Science Fiction Forum,Science Fiction Forum,Credit,,1745863200,1745866800
Graduate Badminton - Club Hours,MAC Courts,https://se-images.campuslabs.com/clink/images/5d730f2c-3bf1-425c-8a79-dc80bd5dbbcbd38b27ea-6d33-48ca-8d54-ea59b3e1a641.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11063754,"NEW TO BADMINTON? Don't worry, join Graduate Badminton Union's weekly club timing. Meet new friends and improve your badminton skills. Sports wear is recommended. Please visit 30 minutes ahead during the net setup. Club Hours Location: MAC Courts (Basement of REC)",Graduate Badminton Union,Graduate Badminton Union,Credit,Sporting/Athletic Program,1745870400,1745875800
Queer and Crafts Affinity Group,LGBTQ* Center,https://se-images.campuslabs.com/clink/images/5e9fdbdf-95fc-40a3-a992-6a7c78cd4abe7d211ee8-3d9f-429a-b2c3-f5b3bbaefde5.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11051927,Come join LGBTQ* Services every Monday from 5 to 6: 30PM for a different craft each week! The LGBTQ* Center is located above West Side Dining. Affinity groups are not meant as a replacement for counseling services. This space is NOT open for research or observation. Please contact LGBTQ* Services at lgbtqservices@stonybrook. edu or (631) 632 - 1690 for any accessibility needs or concerns.,LGBTQ* Services,LGBTQ* Services,Credit,,1745877600,1745883000
General Body Meeting,Humanities Building,,https://stonybrook.campuslabs.com/engage/event/10957401,"The General Body Meeting for the College Socialists of Stony Brook University! Subject matter for each meeting can vary from general political advocacy, and political education, to campus activism. Come on right in!",College Socialists,College Socialists,Credit,"Social Action, Disability/Ability Awareness, Civic Engagement",1745884800,1745887800
Embroidery at SBU: GBM,Library N3063,,https://stonybrook.campuslabs.com/engage/event/11040626,"Come by to work on your very own embroidery project. Personal fabric items are welcome, provided supplies are limited.",Embroidery at SBU,Embroidery at SBU,Credit,,1745884800,1745887800
PPGA E-Board Meeting,Union 203-11,https://se-images.campuslabs.com/clink/images/4b8ac7c4-ae2c-4f7d-8d2b-e8fa8b77f97716176846-5437-4d50-9519-c111f8ff3815.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10957366,"Planned Parenthood Generation Action executive board meeting to discuss upcoming GBMs, events, etc. !",Planned Parenthood Generation Action at Stony Brook University,Planned Parenthood Generation Action at Stony Brook University,Credit,,1745884800,1745887800
ASBO GBM,Frey 309,https://se-images.campuslabs.com/clink/images/24db683b-b77b-45d7-9d53-85e789b9f5f7d28a72f8-4a85-4e4d-89b6-2315696920dc.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10943872,"Please join us for our weekly spring general body meetings. We will discuss our spring break trip plans and learn about the amazing things volunteering has to offer. Here, you will meet like - minded people who enjoy helping others and making friends along the way. And when our spring break trip is over there will still be a lot of fun things to do during our meetings!",Alternative Spring Break Outreach,Alternative Spring Break Outreach,Credit,,1745884800,1745888400
AIChE ChemE Jeopardy Weekly Meetings,ESS 177,https://se-images.campuslabs.com/clink/images/ca1fef38-96d6-4e82-9e6b-4ecdde819ac11f64dd7a-93d5-458c-b93f-dc0d8549e177.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11044780,AIChE's ChemE Jeopardy team will be practicing for the national and regional ChemE Jeopardy competitions.,American Institute of Chemical Engineers,American Institute of Chemical Engineers,Credit,,1745884800,1745888400
Parasol Painting,Alan DeVries 200,https://se-images.campuslabs.com/clink/images/9f92a84d-38a4-4f9f-b862-ca584c9f78658be8fed3-9eab-4bf8-9499-37f70225a1d9.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11067819,"Parasols, called the Pathein umbrella, are a big part of Burmese culture. On the streets of Myanmar, you'll see them in bright colors, with intricate artwork and embroidery, all hand - made. Keep the rain of April and spring at bay with a Pathein parasol of your own! You can paint and design your own unique parasol to take home.",Burmese Student Association,Burmese Student Association,"Free Stuff, Credit","Arts & Crafts, Asian, Pacific Islander, Desi American Heritage Month",1745884800,1745888400
University Affairs Committee,USG Suite Conference Room SAC 202,https://se-images.campuslabs.com/clink/images/fb0ab4e4-2813-438c-a8ee-9f9be00ad8f4d110ccb5-66e2-4d49-b8b6-d17f1bd31cf5.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10801891,"University Affairs Committee of the Undergraduate Student Government. The committee meets every Monday from 6: 30 - 8: 30pm unless otherwise noted (i. e University Senate dates, cancelled on holidays and breaks). The committee manages the Senate Line and any funding requests from Senate Line that come forward for Senator initiatives. The University Affairs Committee also works to promote university and academic - wide policies and services that benefit the undergraduate student body. The Committee reviews campus - wide issues and creates tangible steps to enhance undergraduate student quality of life, and invites guest speakers from various departments across the University for discussion. This meeting is public and takes place in the USG Conference Room in the USG Suite (SAC 202), anyone can attend and observe the meeting -  - a Zoom link is also available. Meeting minutes will be posted from each meeting on the USG website for public viewing to adhere to open meetings law.",Undergraduate Student Government,Undergraduate Student Government,Credit,,1745883000,1745890200
FTA GBM #11: Teacher Appreciation Week - Making cards & Bracelets,Frey 301,https://se-images.campuslabs.com/clink/images/9cf9b003-b3aa-4436-91fa-1edaa77f51761b89eca4-500c-4932-8b02-f7b5a06f4063.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11069421,Teacher Appreciation Week - Making cards & Bracelets,Future Teachers Association,Future Teachers Association,Credit,,1745888400,1745891400
Field Hockey Club Practice,Campus Recreation Outdoor South Field Complex- Field A,https://se-images.campuslabs.com/clink/images/e8bec50f-4c5f-48d8-9a6d-87b0cfa20a661ab29e05-c20c-4600-b840-94a6cedf6335.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971483,"Join Stony Brook Field Hockey Club! We practice every week on Monday and Wednesday from 7 - 9PM. NO PRIOR EXPERIENCE IS REQUIRED TO PLAY! Whether you are new to the sport or have years of experience, we encourage you to join us! Equipment is provided.",Field Hockey Club Team,Field Hockey Club Team,Credit,,1745884800,1745892000
Pre-Optometry Club GBM: Bracelet Beading Night & Eboard Elections!,Devries 204,https://se-images.campuslabs.com/clink/images/80f2d311-4a91-41a8-b262-7a8edb2ea19b8f7e0ae4-511d-47cf-8d32-79841674b36f.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11091614,"Destress at the end of the semester by joining the Pre - Optometry Club for a fun night of bracelet beading, snacks, and eboard elections!",Pre-Optometry Club,Pre-Optometry Club,"Free Food, Free Stuff, Credit",Arts & Crafts,1745888400,1745892000
GBM for College Democrats,SAC 302,https://se-images.campuslabs.com/clink/images/1408ac97-3d19-407b-b146-070cbd867584fa768c3c-86f0-42a2-83b7-78445b8debfd.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10962516,Come hangout and talk politics with College Democrats!,College Democrats,College Democrats,Credit,Civic Engagement,1745888400,1745892000
Chinablue Block booking,SAC 311,https://se-images.campuslabs.com/clink/images/74a6be5f-6b4e-4a8a-a36a-9c69270858c4e1c3a71a-89ba-419c-8e71-56083d9fe6ff.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10873892,Chinablue will be hosting our weekly cabinet meetings for the spring semester.,ChinaBlue,ChinaBlue,Credit,,1745888400,1745892000
BASIC GBM,Frey 313,https://se-images.campuslabs.com/clink/images/5562791b-bc00-40c3-840c-8985ad98b9784e4f57da-9de6-4a93-9f10-fbd4167ea501.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10966635,"Please join us in celebrating the life, death, and resurrection of Jesus Christ through worship, workshop, and powerful sermons. We meet every Monday at 8pm in Frey 313.",Brothers and Sisters in Christ,Brothers and Sisters in Christ,Credit,Religious Service / Celebration,1745888400,1745892000
Monday Practice,REC 128,https://se-images.campuslabs.com/clink/images/0428bab8-6991-4175-932f-4e9d33816a7fccfd5d3c-ac02-47ea-a918-19250fd6a62e.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11006302,Monday Practice,Wrestling Team,Wrestling Team,Credit,,1745889300,1745892900
PUSO Presents: Spring Weekly GBMs,Melville E4320,https://se-images.campuslabs.com/clink/images/50697e89-1ea0-4ba8-a912-01ab6d9a3cda4ecdadd5-bc19-4d21-8e8d-722f7489e7e9.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11050480,"Join the Philippine United Student Organization (PUSO) for our weekly Spring General Body Meetings! This is a time for us to come together, learn, and celebrate Filipino culture through engaging themes and discussions. Whether you're here to deepen your cultural knowledge, connect with fellow general body members, or just hang out and have fun, there's something for everyone!",Philippine United Student Organization,Philippine United Student Organization,Credit,"Asian, Pacific Islander, Desi American Heritage Month",1745890200,1745893800
