Event Name,Event Time,Location,Club,Image URL,Event URL,Description,Host Organizations,First Host Org,Perks,Categories,Start Time,End Time
"""How I Scored 180"" - Free LSAT Demon Class with Brandon McDole","Wednesday, February 26 at 6:00PM EST",Online,Pre-Law Society,https://se-images.campuslabs.com/clink/images/98626ff5-acb5-4f6c-8383-14c5ce7b17dedd58dfd9-491f-4f1f-918e-fb63c957cb06.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10969329,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Game Night,"Wednesday, February 26 at 7:00PM EST",FREY 328,Albanian American Student Organization,N/A,https://stonybrook.campuslabs.com/engage/event/11057176,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
R vs Excel,"Wednesday, February 26 at 7:00PM EST",LIBRARY E4315,Undergraduate Economics Association,https://se-images.campuslabs.com/clink/images/d69b8085-4aaa-4a8a-b1f8-3092e8e14cb1d87642a0-7047-44d4-aa30-0cc26635fd5d.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11077970,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Real Estate Development Lifecycle,"Wednesday, February 26 at 7:00PM EST",Harriman Hall 137,Real Estate Institute Club,https://se-images.campuslabs.com/clink/images/f41ce83d-fbbb-4947-bb3e-ad8df5866d0df1a39042-f22f-443c-a824-acf93a538c1c.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11099363,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
ACS at Stony Brook GBM #2: Resume Building,"Wednesday, February 26 at 7:00PM EST","Frey Hall, Room 316",American Cancer Society at Stony Brook University,https://se-images.campuslabs.com/clink/images/f945d21d-c48b-4a92-a397-b3e4b4594773470ef9f2-fdf5-40f5-a1fd-2591ad9bb5d7.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11087598,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Aerospace Jeopardy,"Wednesday, February 26 at 7:00PM EST",Sac Room 306,American Institute of Aeronautics and Astronautics,https://se-images.campuslabs.com/clink/images/f5b34489-4a9b-4eb1-85f2-74194771696bd41f3470-bd7d-4994-9273-b0848402c2a5.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11039186,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Aerospace Jeopardy,"Wednesday, February 26 at 7:00PM EST",Student Activities Center,American Institute of Aeronautics and Astronautics,https://se-images.campuslabs.com/clink/images/41e41781-c956-4e5d-92e2-cbb760c1e4c28a485d5d-7019-4f39-8171-41923f4dbf4e.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11014316,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
AMA-101,"Wednesday, February 26 at 7:00PM EST",SAC 304,American Marketing Association,https://se-images.campuslabs.com/clink/images/332aff24-2879-4f71-85e4-a05daa651a95988b767e-fea4-403f-959c-bbe5051296c8.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10765692,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
"The New Battlefield: Open Source Investigation into Conflict and Disinformation w/Rhona Tarrant, CBS Confirmed (Marie Colvin Distinguished Lecture 2025)","Wednesday, February 26 at 6:00PM EST",Charles B. Wang Center Theater,School of Communication and Journalism,https://se-images.campuslabs.com/clink/images/954cf8ff-62d8-42ec-9c47-48d2ca5c8dc30ae11975-a78c-4c39-b339-ac9b31ad8cac.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11014927,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Healthcare Student Groups: Resume & Cover Letter Writing Workshop,"Wednesday, February 26 at 6:30PM EST",SAC Ballroom B,Career Center,https://se-images.campuslabs.com/clink/images/bd878a2a-e7b8-4096-ab01-252c99b839d83f1aad3c-5638-41b0-b727-b17995eb7256.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10909025,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Climbing Club GBM,"Wednesday, February 26 at 7:00PM EST",Frey Hall 226,Climbing Club,https://se-images.campuslabs.com/clink/images/e8ad0b5d-253c-4464-901c-1ec7ea0ba36fd194ddee-e809-406b-9121-1f0df7acc924.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10962067,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Actors Conservatory GBM,"Wednesday, February 26 at 7:00PM EST",Melville Library E4310,Actors Conservatory,https://se-images.campuslabs.com/clink/images/7d0308fd-7dce-448b-8a39-06ed886c49ee3525f35b-a51b-46ee-bee3-7dcf0acc5cda.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10967082,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Diversity Jenga,"Wednesday, February 26 at 7:00PM EST",Chapin MPR,Unknown Club,https://se-images.campuslabs.com/clink/images/5d7d5235-6ded-4154-b98b-d571ac03c1a93da014a1-b074-42ae-b60b-27d8c93c24bd.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11050468,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Game Night,"Wednesday, February 26 at 7:00PM EST",THE SHORE CLUB (SAC 169),English Pal,https://se-images.campuslabs.com/clink/images/60b4197a-8731-4d39-bfd9-60d1bead0dbb47e28f77-eb19-446e-a119-493a74348621.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11068238,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Movie Night,"Wednesday, February 26 at 7:00PM EST",Chinn Lounge/ Classroom,Tabler Community,https://se-images.campuslabs.com/clink/images/799009e0-9fa9-43da-9605-f8a1c6fa78c482804176-579b-4843-a3fa-2d0c781ff8b8.pdf?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11096627,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
UPD Self Defense Class with RA Izzy & RA Lex,"Wednesday, February 26 at 7:00PM EST",O'Neill Lounge,Unknown Club,https://se-images.campuslabs.com/clink/images/3ec50478-094f-4ea7-b833-b96b3eb07737ac88db14-9024-4c1f-9033-78a5157eee54.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10949036,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Peace Action GBM,"Wednesday, February 26 at 7:00PM EST",E&SSCI 069,Peace Action Stony Brook University,https://se-images.campuslabs.com/clink/images/768bf7f0-7037-42d4-9c9f-0b8b1dc2e3a254fc5b71-9386-489d-99db-517207292d9b.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11007120,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
IFSC Exec and Rep Meetings,"Wednesday, February 26 at 6:30PM EST",Student Activities Center - 305,Inter-Fraternity and Sorority Council,https://se-images.campuslabs.com/clink/images/2ca5cfd7-2341-4d4f-87ca-762c5846fec44dcfbf70-ca76-478d-a43a-606976e64034.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10747867,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
WiPA Scavenger Hunt & Game Night,"Wednesday, February 26 at 7:00PM EST",ESS 181,Women in Physics and Astronomy,https://se-images.campuslabs.com/clink/images/8e22a2ba-b81a-4f25-8095-ed16189e1a31a0600ea9-a6ee-4934-8b12-0120769f7827.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11090808,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Gray Hall Council GBMs,"Wednesday, February 26 at 8:00PM EST",C1 Lounge (Room Number C133),Unknown Club,https://se-images.campuslabs.com/clink/images/cd3818b7-7882-43d3-9d82-7a07c14b3e421c4d77e4-773e-4039-a76d-2a367943b092.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11073278,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Environmental Club Movie Night,"Wednesday, February 26 at 8:00PM EST",SAC 302,Environmental Club,https://se-images.campuslabs.com/clink/images/780d7814-c009-482a-a63e-4d15f494cf63e4ac300f-36ac-493d-b472-349f4648cac7.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11007668,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Wednesday Bible Studies,"Wednesday, February 26 at 8:00PM EST",FREY 328,Christians on Campus,https://se-images.campuslabs.com/clink/images/7b4d12d5-c2c2-45ef-befe-eb369a22b73c13dc2a47-15b5-4dbd-802e-62188f275d78.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11015312,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Wednesday Bible Studies,"Wednesday, February 26 at 8:00PM EST",FREY 328,Christians on Campus,https://se-images.campuslabs.com/clink/images/7b4d12d5-c2c2-45ef-befe-eb369a22b73c13dc2a47-15b5-4dbd-802e-62188f275d78.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11015311,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Communicating Across Differences Workshop,"Wednesday, February 26 at 6:00PM EST",Union Ballroom,Unknown Club,https://se-images.campuslabs.com/clink/images/b6a31b76-4ba9-41e8-a80f-d125e171b8046716ecef-7187-4512-8ade-06f3363888ab.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10890386,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Wolfie's Big Band Rehearsal,"Wednesday, February 26 at 6:00PM EST",Union L03 (Basement Rehearsal Room),Wolfie’s Big Band,https://se-images.campuslabs.com/clink/images/420df191-3cdf-4afa-a110-74c3b957069c86226380-2c02-48b7-b589-a4f2ab6fa1f0.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10452145,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
USG Probationary Budget Committee Meetings (PBC) Spring 2025,"Wednesday, February 26 at 7:00PM EST","SAC 202, USG Suite",Undergraduate Student Government ,https://se-images.campuslabs.com/clink/images/6fa50c6c-49b4-4fe2-a043-952ce3f1165723a6ff66-92f2-4726-9697-10696b8e6908.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11065049,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
USG Probationary Budget Committee Meetings (PBC) Spring 2025,"Wednesday, February 26 at 7:00PM EST","SAC 202, USG Suite",Undergraduate Student Government ,https://se-images.campuslabs.com/clink/images/6fa50c6c-49b4-4fe2-a043-952ce3f1165723a6ff66-92f2-4726-9697-10696b8e6908.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11065050,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Solve it Squad Rehearsals,"Wednesday, February 26 at 7:00PM EST",Staller 3216,Pocket Theatre,https://se-images.campuslabs.com/clink/images/9dea9a64-f7f9-4fc0-9a95-55d8be24d5575e0a5495-b322-49ff-bb35-a9f925f51465.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11087484,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Winter on Fire | UASA GBM 3,"Wednesday, February 26 at 7:00PM EST",Student Union - Auditorium 103-02,Ukrainian-American Student Association,N/A,https://stonybrook.campuslabs.com/engage/event/10884275,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Idol Photocard Decorating,"Wednesday, February 26 at 7:00PM EST",SAC 303,Unknown Club,N/A,https://stonybrook.campuslabs.com/engage/event/10913884,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Field Hockey Club Practice,"Wednesday, February 26 at 7:00PM EST",Campus Recreation Outdoor South Field Complex- Field A,Field Hockey Club Team,https://se-images.campuslabs.com/clink/images/670ea046-7052-4ec1-8151-47b4a157a7e0b36b1345-2074-4b90-8019-dd391ca329a8.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971469,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Nail Art Night,"Wednesday, February 26 at 8:00PM EST",Wagner Hall Lounge,Roosevelt Community,https://se-images.campuslabs.com/clink/images/3fcac3a8-c4fa-48f1-b988-9561618fd46376c6ef4e-d51f-4e5c-895e-263699550d3d.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11031364,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Wagner Hall General Body Meeting,"Wednesday, February 26 at 8:00PM EST",Wagner Lounge,Roosevelt Community,https://se-images.campuslabs.com/clink/images/856f092c-102f-4a38-ba09-6f414649303da1de8150-3506-47b3-8666-1f77d28874cd.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10981379,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Slime Time Pt 2.,"Wednesday, February 26 at 8:00PM EST",Keller Hall Lounge,Roosevelt Community,https://se-images.campuslabs.com/clink/images/b7f4556e-6774-41c0-a225-2ecfbe97014e254879f4-8263-442d-8584-8082bb065e70.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11094273,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Journaling for 2025: A Reflective Writing Workshop,"Wednesday, February 26 at 8:00PM EST",HUM 1023,Journal at Stony,https://se-images.campuslabs.com/clink/images/c66af674-3e69-4d56-9ee0-2fff285bf96de7773faf-9ed4-4d1f-b486-6f94c6d8a10a.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11100089,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
CASBxJSO collab,"Wednesday, February 26 at 7:00PM EST",SAC ballroom A,Unknown Club,https://se-images.campuslabs.com/clink/images/79681cdc-820e-4815-b045-1273871cbe91794efac2-fdeb-4b38-9d2a-b5ea1eb56afd.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10930444,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Flag day,"Wednesday, February 26 at 8:30PM EST",SAC 305,Mexican Student Organization at Stony Brook,https://se-images.campuslabs.com/clink/images/b75024a5-b95a-49a2-b1d3-88226102a01ed82b6fc2-2a00-4f30-ad91-f4db53233e3c.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10759414,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Shop Red Focus Group - Help Us Redesign the Campus Store,"Wednesday, February 26 at 8:00AM EST",Shop Red West,Unknown Club,https://se-images.campuslabs.com/clink/images/404db8b7-50c1-4631-afc7-79541dbdd769347396ab-7c43-4a42-9da0-6bee69fdc1ec.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11073809,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Chess Club Weekly GBM,"Wednesday, February 26 at 7:00PM EST",Harriman Hall Room 243,Chess Club,https://se-images.campuslabs.com/clink/images/73d47dd1-1f96-48aa-afca-b86bce968fa0d8ea55bf-9003-4f27-9f40-62b388ef7a9c.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10916653,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Stony Brook Gospel Choir,"Wednesday, February 26 at 8:00PM EST",Staller A3220,Gospel Choir,https://se-images.campuslabs.com/clink/images/e32620fe-489e-47e8-a684-af5d6df65450b46ab855-21c7-4407-9aef-9275e76892ca.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10970203,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Stony Brook Gospel Choir,"Wednesday, February 26 at 8:00PM EST",Staller A3220,Gospel Choir,https://se-images.campuslabs.com/clink/images/e32620fe-489e-47e8-a684-af5d6df65450b46ab855-21c7-4407-9aef-9275e76892ca.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10970202,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Stony Breakers - Open Session,"Wednesday, February 26 at 8:30PM EST",ESS Lobby,Stony Breakers,https://se-images.campuslabs.com/clink/images/fefac18b-663e-4266-b537-e21a869b6d20d7fc1e0c-53a0-4415-95a8-01f15921fe91.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10980292,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
SBU Club Swimming: Practice - Spring 2025,"Wednesday, February 26 at 9:00PM EST",University Pool,Club Swimming at Stony Brook University,https://se-images.campuslabs.com/clink/images/706ebbfd-3d95-4605-83f1-63aa4785c35044406a1f-84fe-45db-a50e-c58de0eb2da5.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10926687,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Kick Boxing Practice,"Wednesday, February 26 at 9:00PM EST",Studio 216 Recreation Center,Kickboxing Club,https://se-images.campuslabs.com/clink/images/b6ee341c-ba0d-4f68-987c-5058581ee591438e36d9-f1b7-4e54-a5fe-dcb60155e522.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11006617,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Wednesday Practice,"Wednesday, February 26 at 9:30PM EST",REC 128,Wrestling Team,https://se-images.campuslabs.com/clink/images/e94abab1-bc3e-4b7e-94c2-aabc5c4ea409eb06cc84-fb72-462d-8957-c3ee4b0a3f79.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11006308,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Community Wellness Walk,"Thursday, February 27 at 8:30AM EST",Union Suite 108,Center for Prevention and Outreach,https://se-images.campuslabs.com/clink/images/bfc1f6a0-6a3f-4d5a-ac36-779eaaafc29a493c4d83-c449-4ade-8e09-b2b8f7cdb7f3.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11067614,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Table Tennis Ping Pong Practice Meeting,"Thursday, February 27 at 12:30PM EST",MAC Courts in Campus Rec,Table Tennis Club,https://se-images.campuslabs.com/clink/images/85da156f-8cc2-4ae8-8bdf-2534cd920888f1513b4c-5d6d-446f-88bf-fddb4a6f507f.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11007012,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Managing Your Publications & Biosketches - ORCID and SciENcv,"Thursday, February 27 at 1:00PM EST",Online,University Libraries,https://se-images.campuslabs.com/clink/images/91dcc278-9b88-4fb3-b778-b1df531334c38b60ee4d-d5db-4a69-9ff7-9d45dcf982cc.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11068297,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Black History/Women's History Month Book Discussion,"Thursday, February 27 at 1:00PM EST",Online,University Libraries,https://se-images.campuslabs.com/clink/images/14fe23b0-6123-4b53-8d3d-df88738f5b09839301c6-44ba-479e-a994-537dcd321eab.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11041446,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
